"date","country","country_pt","operator","aircraft","total_survivors","description","year","total_fatalities","id","continent"
"08/14/2005","Greece","Grécia","Helios Airways","Boeing 737-31S",121,"Ao voar no FL340 em direção a Atenas, a tripulação relatou problemas com seu sistema de ar condicionado. Quando o avião entrou no espaço aéreo grego, o ATC perdeu contato com o avião. Dois caças F-16 gregos foram enviados para interceptar o avião. Os pilotos do F-16 relataram que um piloto não estava na cabine e o outro estava caído sobre os controles. Eles também disseram que máscaras de oxigênio foram implantadas na cabine. O avião continuou em sua rota programada para um padrão de espera na costa da Grécia e voou em círculos por duas horas. Enquanto isso, pelo menos dois comissários de bordo permaneceram acordados usando garrafas de oxigênio portáteis, mas não conseguiram passar pela porta trancada da cabine à prova de terroristas. Foi apenas quando um motor falhou por falta de combustível que os sistemas controlados por computador a bordo do avião destrancaram a porta. O avião continuou na pista até bater em terreno montanhoso a cerca de 40 quilômetros ao norte de Atenas. As fitas do CVR mostraram que um aluno piloto / comissário de bordo, Andreas Prodromos, estava no controle da aeronave e tentou enviar uma mensagem de Mayday duas vezes, mas o rádio estava ajustado na frequência errada. O controle de pressão da cabine foi deixado no manual, em vez da posição automática pelos trabalhadores de manutenção. O erro não foi detectado pelos dois pilotos durante as três listas de verificação subsequentes. Eles falharam em responder aos avisos quando as máscaras de oxigênio caíram na cabine de passageiros, o que acabou levando os dois pilotos a perderem a consciência e o avião cair.","2005",121,5060,"Europa"
"08/23/2005","Peru","Peru","TANS Peru","Boeing B-737-244",98,"O avião estava prestes a pousar em Pucallpa quando enfrentou fortes ventos de uma tempestade tropical. O piloto tentou fazer um pouso de emergência sem o trem de pouso em uma estrada próxima ao aeroporto de selva. O avião caiu, quebrou e pegou fogo a cerca de 2 milhas do aeroporto.","2005",40,5062,"América"
"09/05/2005","Indonesia","Indonésia","Mandala Airlines","Boeing 737-230",117,"Segundos depois de decolar, o jato balançou violentamente, desviou para a esquerda e bateu em um bairro residencial 500 metros depois do final da pista.","2005",0,5064,"Ásia"
"09/15/2005","Brazil","Brasil","Viaçao Cometa","Cessna 525 CitationJet I",2,"A aeronave, em vôo de posicionamento, caiu em uma área arborizada logo após decolar.","2005",2,5066,"América"
"10/06/2005","Canada","Canadá","Morningstar Air Express","Cessna 208B",1,"Logo após decolar, o avião encontrou condições de congelamento e o piloto tentou retornar ao aeroporto, mas não conseguiu colidir com uma das principais ferrovias da Canadian National. Condições de formação de gelo em vôo nas quais o desempenho da aeronave se deteriorou até que a aeronave foi incapaz de manter a altitude. Além disso, a aeronave estava sobrecarregada em 288 libras em condições meteorológicas normais, 488 se houvesse gelo.","2005",1,5070,"América"
"10/22/2005","Nigeria","Nigéria","Bellview Companhias Aéreas","Boeing B-737-2L9",117,"A torre perdeu a visão e o contato com o avião cerca de cinco minutos após decolar do aeroporto internacional Murtala Muhammad. O avião caiu cerca de 30 milhas ao norte de Lagos. Uma tempestade estava passando pelo aeroporto no momento em que a aeronave decolou.","2005",117,5071,"África"
"11/19/2005","Russia","Rússia","Ivolga Avia","Cessna 208B Grand Caravan I",8,"Ao descer para um pouso no Aeroporto Domodedovo em uma tempestade de neve, a aeronave colidiu com uma floresta 6 milhas a nordeste de Stupino. As condições de gelo foram relatadas no momento do acidente.","2005",8,5072,"Ásia"
"12/10/2005","Nigeria","Nigéria","Sosoliso Companhias Aéreas","McDonnell DC-9-32",109,"O avião caiu e pegou fogo em uma tempestade com raios enquanto tentava pousar no aeroporto de Port Harcourt. Erro do piloto. A decisão da tripulação de continuar a se aproximar abaixo da altitude de decisão sem ter a pista à vista. Foi recomendado melhorar o treinamento de pilotos nigerianos para reconhecer e se recuperar de condições climáticas adversas, incluindo vento. Além disso, aeroportos e aeronaves devem ser equipados com instrumentos para detectar o vento.","2005",108,5075,"África"
"12/23/2005","Azerbaijan","Azerbaijão","Azerbaijão Companhias Aéreas","Antonov AN-140-100",23,"O avião caiu na costa do Mar Cáspio 8 minutos após decolar de Baku. A falha do instrumento deixou a tripulação incapaz de controlar a aeronave.","2005",23,5077,"Europa"
"11/17/2006","Indonesia","Indonésia","Trigana Air Service","de Havilland Canadá DHC-6 Twin Otter 300",12,"A aeronave atingiu uma montanha sete minutos antes do horário previsto para pousar na remota província indonésia de Papua.","2006",12,5078,"Ásia"
"01/08/2006","Uganda","Uganda","Serviço Aéreo","Antonov 12",6,"O avião de carga que transportava itens de ajuda humanitária caiu logo após a decolagem. A causa foi determinada como falha do motor e um avião com excesso de peso e mal balanceado.","2006",6,5081,"África"
"01/19/2006","Hungary","Hungria","Militar - Força Aérea Eslovaca","Antonov AN-24V",43,"Um avião que transportava soldados da manutenção da paz caiu em uma floresta nevada a uma altitude de 2.300 pés após pegar a rota de voo errada. O avião caiu a cerca de 18 milhas de seu destino, Kosice. Erro do piloto. O piloto optou por pousar sem o auxílio dos radares do aeroporto, contando apenas com o próprio contato visual com o aeroporto.","2006",42,5083,"Europa"
"03/07/2006","Spain","Espanha","Aerovalles","Cessna 421C Golden Eagle III",6,"Ao se aproximar do aeroporto de Noain em más condições climáticas, a aeronave bimotora caiu na cordilheira Sierra de Tajonar. O copiloto e um passageiro morreram.","2006",6,5087,"Europa"
"03/24/2006","Ecuador","Equador","ATESA","Cessna 208B Grand Caravan",14,"O avião perdeu altitude logo após decolar e colidiu com um prédio.","2006",5,5090,"América"
"03/31/2006","Brazil","Brasil","Team Air","Let L410UVP-E20",19,"Vinte minutos após decolar de Macaé, o avião desapareceu do radar do Rio de Janeiro. A tripulação estava voando VFR em más condições climáticas e mudou sua rota tentando voar para a costa. O avião caiu em uma área arborizada, explodiu e pegou fogo.","2006",19,5091,"América"
"04/10/2006","Kenya","Quênia","Militar - Força Aérea do Quênia","Harbin Yunshuji Y-12-II",17,"Durante a aproximação, o avião voou para o lado do Monte Marsabit, que estava obscurecido por nuvens.","2006",14,5092,"África"
"04/23/2006","Cameroon","Camarões","Militar - Força Aérea Árabe Líbia","Antonov 74TK-200",6,"Na chegada do vôo de carga, a tripulação indicou um problema técnico ao ATC e poucos minutos depois o avião caiu em um campo aberto localizado perto de N'Djamena,","2006",6,5093,"África"
"04/24/2006","Afghanistan","Afeganistão","Governo dos EUA (alugado)","Antonov AN-32B",16,"Um avião de carga transportando autoridades antinarcóticos dos EUA caiu ao tentar pousar no Aeroporto Bost em Lashkar Gah. O avião ultrapassou a pista e bateu em uma área residencial depois de tentar evitar um caminhão que entrou na pista. O piloto parou para evitar bater no caminhão, mas não conseguiu ganhar velocidade suficiente para permanecer no ar.","2006",0,5095,"Ásia"
"04/28/2006","Uganda","Uganda","King Air Charter","Cessna 208B Grand Caravan",3,"O voo de carga em nome das Nações Unidas, caiu no lado leste do pico de Margarita. A tripulação de voo não operou a rota indicada no plano de voo apresentado. Em vez disso, a tripulação optou por usar dados administrativos de planejamento de voo para executar uma rota direta de GPS que levou o avião a terrenos altos com nuvens e baixa visibilidade, resultando em um voo controlado no terreno.","2006",3,5096,"África"
"05/03/2006","Russia","Rússia","Armavia","Airbus A320-211",113,"O jato colidiu com o Mar Negro e quebrou com chuva torrencial e baixa visibilidade após fazer uma segunda tentativa de pousar. O avião desapareceu das telas de radar a pouco menos de seis quilômetros da costa e caiu depois de fazer uma curva e seguir em direção ao aeroporto de Adler para pousar. Erro do piloto. Os pilotos do Airbus-320 permitiram que o avião descesse muito baixo, pois enfrentou o mau tempo ao se aproximar do aeroporto.","2006",113,5097,"Ásia"
"06/03/2006","China","China","Militar - Força Aérea Chinesa","KJ-2000",40,"Testemunhas disseram ter ouvido uma explosão e, quando chegaram ao local do acidente, descobriram que o avião havia colidido com uma montanha e o corpo principal do avião havia destruído uma seção de floresta de bambu, enquanto a cauda havia caído em campos próximos. O avião caiu cerca de 200 quilômetros a sudoeste de Xangai. Causado por gelo, após voar por várias regiões geladas e o avião estar sobrecarregado ..","2006",40,5101,"Ásia"
"06/11/2006","Chad","Chade","Militar - Força Aérea do Chade","Lockheed C-130 Hercules",7,"O avião militar bateu em árvores além do final da pista enquanto tentava pousar à noite em um aeroporto escuro. Rebeldes do Chade, no entanto, afirmam tê-lo derrubado com um míssil terra-ar. O piloto e o copiloto sobreviveram.","2006",5,5103,"África"
"06/30/2006","Mozambique","Moçambique","Naturelink","Cessna 208B Grand Caravan",3,"Na aproximação final, a aeronave atingiu 2 árvores e caiu em um campo e foi destruída. O piloto morreu pouco tempo depois de ser resgatado.","2006",1,5105,"África"
"07/02/2006","Germany","Alemanha","Himmelsschreiber","de Havilland DHC-2 Beaver",6,"O hidroavião monomotor de turismo caiu em um pátio ferroviário e pegou fogo. O piloto tentou fazer um pouso de emergência depois que o motor falhou. Um passageiro e o piloto sobreviveram com graves queimaduras.","2006",0,5106,"Europa"
"07/09/2006","Russia","Rússia","Sibir (S7)","Airbus A-310-324ET",203,"O avião estava pousando no Aeroporto Internacional de Irkutsk com chuva e baixa visibilidade quando desviou e invadiu a pista, atingiu um prédio e pegou fogo. Foi relatado que o avião estava viajando em alta velocidade quando pousou. Erro de tripulação. As ações equivocadas e descontroladas da tripulação na fase de desaceleração após o pouso. O movimento não intencional e descontrolado em um dos motores, que não foi detectado pela tripulação a tempo.","2006",128,5108,"Ásia"
"07/10/2006","Pakistan","Paquistão","Paquistão International Airlines","Fokker F-27 Friendship 200",45,"O avião perdeu um motor durante a decolagem, atingiu linhas de transmissão e caiu em um campo de trigo que explodiu em chamas.","2006",45,5109,"Ásia"
"11/18/2006","Colombia","Colômbia","Aerosucre Colômbia","Boeing 727-23F",5,"O avião de carga estava em aproximação final quando atingiu uma torre de antena e caiu. Nevoeiro e pouca visibilidade prevaleciam no momento do acidente.","2006",5,5111,"América"
"08/13/2006","Italy","Itália","Air Algerie","Lockheed L-100-30 Hercules",3,"O avião de carga caiu durante a viagem nas proximidades de tempestades.","2006",3,5113,"Europa"
"08/22/2006","Ukraine","Ucrânia","Pulkovo Companhias Aéreas","Tupolev Tu-154M",170,"O avião desapareceu do radar logo após fazer um pedido de socorro. Uma chamada de socorro foi feita no FL330 e novamente no FL100. A aeronave estava pegando fogo antes de cair. O avião caiu em um campo, 30 milhas ao norte de Donetsk e se separou. Os meteorologistas relataram tempestades e relâmpagos na área no momento do acidente. A tripulação empurrou a aeronave além de seus limites enquanto tentava voar ao redor de uma tempestade. A tripulação conduziu a aeronave sob controle manual em um ângulo de ataque que estava além do crítico, o que resultou em um estol e a subsequente transição para um giro plano e uma colisão com o solo. A pilotagem da aeronave pela tripulação sob controle manual em um ângulo de ataque que estava além do crítico, o que resultou em um estol e a subsequente transição para um giro plano e uma colisão com o solo.","2006",170,5114,"Europa"
"09/02/2006","Afghanistan","Afeganistão","Militar - Força Aérea Real","British Aerospace Nimrod MR-2",14,"A aeronave de apoio da OTAN caiu 12 milhas a oeste de Kandahar depois que a tripulação relatou problemas técnicos. O acidente foi provavelmente causado por um vazamento de combustível inflamado.","2006",14,5117,"Ásia"
"09/11/2006","Russia","Rússia","Militar - Exército Russo","Helicóptero Mi-8",15,"Onze oficiais de alta patente morreram quando o helicóptero caiu no chão, se partiu em dois e pegou fogo. Um grupo militante da Ossétia do Norte chamado Kataib al-Khoul assumiu a responsabilidade pelo abate do helicóptero.","2006",12,5118,"Ásia"
"09/17/2006","Nigeria","Nigéria","Militar - Força Aérea Nigeriana","Dornier 228",18,"O avião militar caiu em rota a menos de 20 minutos do fim de um vôo de uma hora, a 18 milhas náuticas de seu destino. Dez oficiais militares de alto escalão morreram no acidente. O tempo estava ruim na hora do acidente.","2006",13,5119,"África"
"09/29/2006","Brazil","Brasil","Gol Linhas Aéreas / Privado","Boeing B-737-8EH / EMB-135JB",161,"O voo desapareceu do radar às 16h50 após deixar Manaus às 15h35, com chegada prevista a Brasília às 18h12. Durante a viagem, o jato colidiu com um jato executivo Embraer EMB-135BJ Legaacy 600. O Embraer conseguiu pousar com segurança na Serra de Cachimbo com asa e cauda danificadas. Cinco passageiros e dois membros da tripulação não ficaram feridos. A transcrição do gravador de vôo do jato executivo mostrou que os pilotos foram instruídos pelo controle de tráfego aéreo brasileiro a voar na mesma altitude do Boeing 737 antes da colisão dos aviões. Uma investigação da Força Aérea Brasileira concluiu que um transponder desligado no EMB-135 contribuiu para a queda do avião. O relatório também disse que os controladores de vôo não alertaram os pilotos de que estavam em rota de colisão e não perceberam que o transponder estava desligado.","2006",154,5120,"América"
"10/10/2006","Norway","Noruega","AtlantiAirways","BAe 146-200",16,"Ao tentar pousar, o avião fretado derrapou no final da pista, escorregou por um aterro e pegou fogo. Um sobrevivente ficou gravemente ferido, outros onze não ficaram gravemente feridos.","2006",4,5121,"Europa"
"10/19/2006","Russia","Rússia","Militar - Força Aérea Russa / Uzbekistan Airways","Antonov An-2",15,"O avião pertencente à Uzbekistan Airways e que transportava soldados uzbeques, caiu após perder o controle ao tentar pousar em más condições climáticas. Em sua abordagem final, a névoa reduziu a visibilidade e a aeronave desceu abaixo do MDA. Ele caiu a alguns quilômetros do aeroporto.","2006",15,5122,"Ásia"
